Date,Year,Category,Payee,Description,Location,Zip Code,Type,Trx Numbers,Amount,,
4/25/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,1052.1,,
3/15/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,459.9,,
3/14/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,1301.3,,
7/5/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,5896.8,,
2/15/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,4554.9,,
7/23/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,856.8,,
4/19/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,2160.9,,
8/26/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,5519.8,,
2/14/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,296.1,,
8/14/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,4296.6,,
2/27/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,2709,,
1/11/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,4825.8,,
6/3/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,3200.4,,
5/31/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 3,94003,Cash out,,4312,,
9/17/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,3124.8,,
4/2/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,13341.9,,
9/10/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,4258.8,,
6/19/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,543.4,,
2/2/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,6489,,
11/17/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,6878.3,,
5/10/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 9,22180,Cash out,,459.9,,
1/11/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,4676.1,,
3/24/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,245.7,,
1/2/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,5714.1,,
1/31/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,11811.8,,
6/26/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,4175.6,,
2/2/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 7,94025,Cash in,,2302.3,,
5/8/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 9,22180,Cash out,,2469.6,,
11/22/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 9,22180,Cash in,,5348.2,,
6/18/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,3187.8,,
9/5/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,3168.9,,
9/16/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,4983.3,,
7/9/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,1801.8,,
7/10/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,5467,,
8/22/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,10253.1,,
9/8/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,13427.7,,
4/3/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,4347.2,,
8/5/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,2817.1,,
11/28/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,6066.9,,
9/13/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,9652.5,,
2/24/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 8,94020,Cash out,,2860.2,,
10/13/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,5908,,
6/9/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,4630.5,,
5/2/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 8,94020,Cash in,,3031.6,,
5/11/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,2387.7,,
2/12/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,12097.8,,
12/7/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,3738,,
2/18/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,4819.5,,
6/23/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,4290,,
11/29/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,2223.9,,
6/2/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 6,94002,Cash out,,3742.2,,
11/10/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,5348.2,,
1/18/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,5928.3,,
5/31/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,1089.9,,
11/28/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,10567.7,,
12/28/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,4813.2,,
1/19/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,4731.3,,
5/10/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,4252.5,,
1/21/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,257.4,,
2/17/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 6,94002,Cash out,,4076.1,,
5/12/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,6161.4,,
3/20/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,1959.1,,
4/23/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,5367.6,,
10/9/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,4378.5,,
3/23/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,10010,,
5/18/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,2148.3,,
12/22/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,5556.6,,
1/18/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,6186.6,,
4/22/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 8,94020,Cash out,,4447.8,,
12/8/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,5512.5,,
9/18/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,1253,,
8/19/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,11897.6,,
11/10/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,2211.3,,
8/13/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 9,22180,Cash out,,693,,
1/7/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,1291.5,,
9/6/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 9,22180,Cash out,,1190,,
11/12/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 7,94025,Cash out,,730.8,,
4/24/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,12412.4,,
2/19/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,5920.2,,
7/15/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,7307.3,,
1/6/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,3542,,
2/6/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 5,94401,Cash out,,497.7,,
3/4/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,2633.4,,
6/9/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 9,22180,Cash in,,8336.9,,
12/7/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,6964.1,,
5/8/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,2066.4,,
7/23/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 5,94401,Cash out,,1543.5,,
2/9/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,2312.1,,
6/30/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 7,94025,Cash out,,4347,,
1/25/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,4490.2,,
4/16/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 10,94070,Cash out,,441,,
4/5/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 7,94025,Cash out,,1449,,
4/23/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,1386,,
4/27/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,7693.4,,
11/4/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,8308.3,,
8/21/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,2028.6,,
9/4/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,5871.6,,
3/6/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,5814.9,,
3/30/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,1988,,
10/15/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 10,94070,Cash out,,4964.4,,
7/6/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,5373.9,,
8/14/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,762.3,,
6/8/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,5279.4,,
6/21/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,5512.5,,
5/13/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,4018.3,,
4/21/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,3931.2,,
8/9/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,3932.5,,
3/21/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 9,22180,Cash in,,2288,,
1/22/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,11840.4,,
8/19/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,3162.6,,
7/20/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 7,94025,Cash out,,350,,
10/10/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,13227.5,,
8/7/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,5544,,
3/27/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,308.7,,
2/17/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,1358,,
8/2/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,4340.7,,
4/22/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,12140.7,,
4/28/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,1505.7,,
3/9/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,5376,,
9/27/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,1260,,
11/19/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,4290.3,,
5/25/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,4246.2,,
5/23/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,5748.6,,
6/16/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 5,94401,Cash out,,907.2,,
6/14/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,1152.9,,
6/20/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 10,94070,Cash out,,2737,,
9/19/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,3244.5,,
11/16/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 9,22180,Cash in,,5333.9,,
7/1/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,9695.4,,
1/29/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,286,,
12/12/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,3452.4,,
9/30/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,609,,
4/15/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 10,94070,Cash in,,4061.2,,
5/3/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,6578,,
5/15/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,3326.4,,
2/19/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,1373.4,,
3/12/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,1946.7,,
5/16/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,5176.6,,
6/28/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,6106.1,,
7/7/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,913.5,,
1/2/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,2853.9,,
6/13/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,7407.4,,
12/29/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,13885.3,,
1/21/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,1864.8,,
1/24/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,2394,,
2/12/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,13442,,
2/24/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,7321.6,,
1/19/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 9,22180,Cash out,,3805.2,,
10/27/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,1449,,
7/10/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,5027.4,,
1/1/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 3,94003,Cash out,,5054,,
4/5/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,5194,,
8/12/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,1820.7,,
3/24/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,4057.2,,
10/6/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 8,94020,Cash out,,2979.9,,
8/5/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,6426,,
10/5/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,5298.3,,
9/13/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,1102.5,,
4/18/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,13542.1,,
5/6/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 8,94020,Cash in,,12398.1,,
5/10/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 3,94003,Cash out,,1833.3,,
6/4/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,3515.4,,
1/19/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,10725,,
6/12/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,915.2,,
5/15/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,4189.9,,
3/4/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,175,,
8/30/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,1659,,
4/29/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,5550.3,,
5/12/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,4441.5,,
4/7/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 10,94070,Cash in,,2488.2,,
11/9/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,3509.1,,
11/4/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,8179.6,,
5/24/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 9,22180,Cash in,,10796.5,,
5/29/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,2721.6,,
12/14/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,10725,,
9/19/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,2667,,
5/18/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,12927.2,,
5/21/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 8,94020,Cash out,,882,,
1/18/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,13585,,
5/18/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 7,94025,Cash out,,4004,,
2/28/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 2,94020,Cash out,,3679.2,,
9/19/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,11897.6,,
1/30/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,6930,,
12/5/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,2412.9,,
9/13/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,321.3,,
5/21/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,8236.8,,
1/30/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,6148.8,,
1/3/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,1387.1,,
10/8/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,2507.4,,
2/24/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,2198.7,,
5/7/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 7,94025,Cash out,,5411.7,,
1/14/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,6209,,
4/28/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,10896.6,,
3/11/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,560.7,,
6/10/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,5691.4,,
2/12/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,2053.8,,
12/14/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 5,94401,Cash out,,403.2,,
3/18/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,4794.3,,
6/25/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,11625.9,,
4/8/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,529.2,,
4/29/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 9,22180,Cash out,,661.5,,
1/10/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,987,,
3/5/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,9867,,
7/24/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,3231.9,,
2/1/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,1997.1,,
10/2/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,2406.6,,
1/28/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,2475.9,,
6/16/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,3150,,
1/13/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 7,94025,Cash out,,1461.6,,
2/14/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,5119.4,,
5/24/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,3317.6,,
12/18/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 9,22180,Cash out,,819,,
4/24/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,4712.4,,
5/8/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,5720,,
4/5/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,4606,,
11/3/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,14228.5,,
3/11/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 5,94401,Cash out,,4353.3,,
4/6/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 3,94003,Cash out,,1253.7,,
2/21/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,6041.7,,
5/18/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,5062.2,,
11/13/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,7178.6,,
3/5/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,1086.8,,
3/18/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 3,94003,Cash in,,1887.6,,
12/23/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,1045.8,,
1/23/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,340.2,,
3/11/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,1140.3,,
12/7/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,9523.8,,
9/3/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,5796,,
3/1/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,1533,,
11/20/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,2179.8,,
9/5/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,1701.7,,
4/7/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 8,94020,Cash in,,9709.7,,
1/6/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,1190.7,,
2/11/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,4533.1,,
1/17/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,107.1,,
12/24/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,2793,,
8/6/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 7,94025,Cash out,,3150,,
4/13/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,1682.1,,
9/19/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 5,94401,Cash out,,3830.4,,
5/25/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,7150,,
3/4/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,2058,,
6/19/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 1,94070,Cash out,,1183,,
5/29/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,1043.9,,
3/30/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,972.4,,
3/5/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,6243.3,,
10/15/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,2588.3,,
6/15/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,9023.3,,
2/23/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,5531.4,,
12/1/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,5147.1,,
